time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2),Action
34.633,34.633,34.633,34.633,34.633,Pushup
34.644,34.644,34.644,34.644,34.644,Pushup
34.652,34.652,34.652,34.652,34.652,Pushup
34.709,34.709,34.709,34.709,34.709,Pushup
34.711,34.711,34.711,34.711,34.711,Pushup
34.712,34.712,34.712,34.712,34.712,Pushup
34.713,34.713,34.713,34.713,34.713,Pushup
34.714,34.714,34.714,34.714,34.714,Pushup
34.714,34.714,34.714,34.714,34.714,Pushup
34.723,34.723,34.723,34.723,34.723,Pushup
34.733,34.733,34.733,34.733,34.733,Pushup
34.744,34.744,34.744,34.744,34.744,Pushup
34.762,34.762,34.762,34.762,34.762,Pushup
34.764,34.764,34.764,34.764,34.764,Pushup
34.835,34.835,34.835,34.835,34.835,Pushup
34.837,34.837,34.837,34.837,34.837,Pushup
34.839,34.839,34.839,34.839,34.839,Pushup
34.84,34.84,34.84,34.84,34.84,Pushup
34.842,34.842,34.842,34.842,34.842,Pushup
34.843,34.843,34.843,34.843,34.843,Pushup
34.844,34.844,34.844,34.844,34.844,Pushup
34.844,34.844,34.844,34.844,34.844,Pushup
34.853,34.853,34.853,34.853,34.853,Pushup
34.863,34.863,34.863,34.863,34.863,Pushup
34.877,34.877,34.877,34.877,34.877,Pushup
34.883,34.883,34.883,34.883,34.883,Pushup
34.943,34.943,34.943,34.943,34.943,Pushup
34.944,34.944,34.944,34.944,34.944,Pushup
34.945,34.945,34.945,34.945,34.945,Pushup
34.946,34.946,34.946,34.946,34.946,Pushup
34.947,34.947,34.947,34.947,34.947,Pushup
34.948,34.948,34.948,34.948,34.948,Pushup
34.953,34.953,34.953,34.953,34.953,Pushup
34.964,34.964,34.964,34.964,34.964,Pushup
34.979,34.979,34.979,34.979,34.979,Pushup
34.985,34.985,34.985,34.985,34.985,Pushup
35.057,35.057,35.057,35.057,35.057,Pushup
35.059,35.059,35.059,35.059,35.059,Pushup
35.06,35.06,35.06,35.06,35.06,Pushup
35.062,35.062,35.062,35.062,35.062,Pushup
35.063,35.063,35.063,35.063,35.063,Pushup
35.064,35.064,35.064,35.064,35.064,Pushup
35.064,35.064,35.064,35.064,35.064,Pushup
35.065,35.065,35.065,35.065,35.065,Pushup
35.073,35.073,35.073,35.073,35.073,Pushup
35.083,35.083,35.083,35.083,35.083,Pushup
35.096,35.096,35.096,35.096,35.096,Pushup
35.102,35.102,35.102,35.102,35.102,Pushup
35.164,35.164,35.164,35.164,35.164,Pushup
35.165,35.165,35.165,35.165,35.165,Pushup
35.165,35.165,35.165,35.165,35.165,Pushup
35.166,35.166,35.166,35.166,35.166,Pushup
35.167,35.167,35.167,35.167,35.167,Pushup
35.168,35.168,35.168,35.168,35.168,Pushup
35.176,35.176,35.176,35.176,35.176,Pushup
35.183,35.183,35.183,35.183,35.183,Pushup
35.196,35.196,35.196,35.196,35.196,Pushup
35.204,35.204,35.204,35.204,35.204,Pushup
35.269,35.269,35.269,35.269,35.269,Pushup
35.271,35.271,35.271,35.271,35.271,Pushup
35.272,35.272,35.272,35.272,35.272,Pushup
35.273,35.273,35.273,35.273,35.273,Pushup
35.274,35.274,35.274,35.274,35.274,Pushup
35.276,35.276,35.276,35.276,35.276,Pushup
35.277,35.277,35.277,35.277,35.277,Pushup
35.283,35.283,35.283,35.283,35.283,Pushup
35.296,35.296,35.296,35.296,35.296,Pushup
35.304,35.304,35.304,35.304,35.304,Pushup
35.314,35.314,35.314,35.314,35.314,Pushup
35.383,35.383,35.383,35.383,35.383,Pushup
35.385,35.385,35.385,35.385,35.385,Pushup
35.386,35.386,35.386,35.386,35.386,Pushup
35.387,35.387,35.387,35.387,35.387,Pushup
35.389,35.389,35.389,35.389,35.389,Pushup
35.39,35.39,35.39,35.39,35.39,Pushup
35.392,35.392,35.392,35.392,35.392,Pushup
35.395,35.395,35.395,35.395,35.395,Pushup
35.403,35.403,35.403,35.403,35.403,Pushup
35.412,35.412,35.412,35.412,35.412,Pushup
35.482,35.482,35.482,35.482,35.482,Pushup
35.483,35.483,35.483,35.483,35.483,Pushup
35.484,35.484,35.484,35.484,35.484,Pushup
35.485,35.485,35.485,35.485,35.485,Pushup
35.485,35.485,35.485,35.485,35.485,Pushup
35.486,35.486,35.486,35.486,35.486,Pushup
35.487,35.487,35.487,35.487,35.487,Pushup
35.493,35.493,35.493,35.493,35.493,Pushup
35.503,35.503,35.503,35.503,35.503,Pushup
35.513,35.513,35.513,35.513,35.513,Pushup
35.581,35.581,35.581,35.581,35.581,Pushup
35.583,35.583,35.583,35.583,35.583,Pushup
35.584,35.584,35.584,35.584,35.584,Pushup
35.585,35.585,35.585,35.585,35.585,Pushup
35.586,35.586,35.586,35.586,35.586,Pushup
35.587,35.587,35.587,35.587,35.587,Pushup
35.588,35.588,35.588,35.588,35.588,Pushup
35.593,35.593,35.593,35.593,35.593,Pushup
35.603,35.603,35.603,35.603,35.603,Pushup
35.612,35.612,35.612,35.612,35.612,Pushup
35.629,35.629,35.629,35.629,35.629,Pushup
35.634,35.634,35.634,35.634,35.634,Pushup
35.696,35.696,35.696,35.696,35.696,Pushup
35.697,35.697,35.697,35.697,35.697,Pushup
35.698,35.698,35.698,35.698,35.698,Pushup
35.699,35.699,35.699,35.699,35.699,Pushup
35.7,35.7,35.7,35.7,35.7,Pushup
35.701,35.701,35.701,35.701,35.701,Pushup
35.703,35.703,35.703,35.703,35.703,Pushup
35.713,35.713,35.713,35.713,35.713,Pushup
35.729,35.729,35.729,35.729,35.729,Pushup
35.732,35.732,35.732,35.732,35.732,Pushup
35.8,35.8,35.8,35.8,35.8,Pushup
35.801,35.801,35.801,35.801,35.801,Pushup
35.802,35.802,35.802,35.802,35.802,Pushup
35.803,35.803,35.803,35.803,35.803,Pushup
35.803,35.803,35.803,35.803,35.803,Pushup
35.804,35.804,35.804,35.804,35.804,Pushup
35.805,35.805,35.805,35.805,35.805,Pushup
35.813,35.813,35.813,35.813,35.813,Pushup
35.824,35.824,35.824,35.824,35.824,Pushup
35.833,35.833,35.833,35.833,35.833,Pushup
35.851,35.851,35.851,35.851,35.851,Pushup
35.853,35.853,35.853,35.853,35.853,Pushup
35.931,35.931,35.931,35.931,35.931,Pushup
35.933,35.933,35.933,35.933,35.933,Pushup
35.934,35.934,35.934,35.934,35.934,Pushup
35.935,35.935,35.935,35.935,35.935,Pushup
35.935,35.935,35.935,35.935,35.935,Pushup
35.936,35.936,35.936,35.936,35.936,Pushup
35.936,35.936,35.936,35.936,35.936,Pushup
35.936,35.936,35.936,35.936,35.936,Pushup
35.944,35.944,35.944,35.944,35.944,Pushup
35.953,35.953,35.953,35.953,35.953,Pushup
35.964,35.964,35.964,35.964,35.964,Pushup
35.972,35.972,35.972,35.972,35.972,Pushup
36.033,36.033,36.033,36.033,36.033,Pushup
36.035,36.035,36.035,36.035,36.035,Pushup
36.036,36.036,36.036,36.036,36.036,Pushup
36.037,36.037,36.037,36.037,36.037,Pushup
36.038,36.038,36.038,36.038,36.038,Pushup
36.039,36.039,36.039,36.039,36.039,Pushup
36.05,36.05,36.05,36.05,36.05,Pushup
36.053,36.053,36.053,36.053,36.053,Pushup
36.116,36.116,36.116,36.116,36.116,Pushup
36.118,36.118,36.118,36.118,36.118,Pushup
36.119,36.119,36.119,36.119,36.119,Pushup
36.12,36.12,36.12,36.12,36.12,Pushup
36.121,36.121,36.121,36.121,36.121,Pushup
36.122,36.122,36.122,36.122,36.122,Pushup
36.126,36.126,36.126,36.126,36.126,Pushup
36.187,36.187,36.187,36.187,36.187,Pushup
36.191,36.191,36.191,36.191,36.191,Pushup
36.192,36.192,36.192,36.192,36.192,Pushup
36.193,36.193,36.193,36.193,36.193,Pushup
36.195,36.195,36.195,36.195,36.195,Pushup
36.195,36.195,36.195,36.195,36.195,Pushup
36.196,36.196,36.196,36.196,36.196,Pushup
36.202,36.202,36.202,36.202,36.202,Pushup
36.247,36.247,36.247,36.247,36.247,Pushup
36.248,36.248,36.248,36.248,36.248,Pushup
36.249,36.249,36.249,36.249,36.249,Pushup
36.25,36.25,36.25,36.25,36.25,Pushup
36.253,36.253,36.253,36.253,36.253,Pushup
36.268,36.268,36.268,36.268,36.268,Pushup
36.273,36.273,36.273,36.273,36.273,Pushup
36.352,36.352,36.352,36.352,36.352,Pushup
36.354,36.354,36.354,36.354,36.354,Pushup
36.355,36.355,36.355,36.355,36.355,Pushup
36.357,36.357,36.357,36.357,36.357,Pushup
36.357,36.357,36.357,36.357,36.357,Pushup
36.359,36.359,36.359,36.359,36.359,Pushup
36.36,36.36,36.36,36.36,36.36,Pushup
36.363,36.363,36.363,36.363,36.363,Pushup
36.425,36.425,36.425,36.425,36.425,Pushup
36.426,36.426,36.426,36.426,36.426,Pushup
36.426,36.426,36.426,36.426,36.426,Pushup
36.427,36.427,36.427,36.427,36.427,Pushup
36.427,36.427,36.427,36.427,36.427,Pushup
36.428,36.428,36.428,36.428,36.428,Pushup
36.428,36.428,36.428,36.428,36.428,Pushup
36.433,36.433,36.433,36.433,36.433,Pushup
36.443,36.443,36.443,36.443,36.443,Pushup
36.453,36.453,36.453,36.453,36.453,Pushup
36.467,36.467,36.467,36.467,36.467,Pushup
36.473,36.473,36.473,36.473,36.473,Pushup
36.553,36.553,36.553,36.553,36.553,Pushup
36.554,36.554,36.554,36.554,36.554,Pushup
36.555,36.555,36.555,36.555,36.555,Pushup
36.556,36.556,36.556,36.556,36.556,Pushup
36.556,36.556,36.556,36.556,36.556,Pushup
36.557,36.557,36.557,36.557,36.557,Pushup
36.557,36.557,36.557,36.557,36.557,Pushup
36.558,36.558,36.558,36.558,36.558,Pushup
36.563,36.563,36.563,36.563,36.563,Pushup
36.573,36.573,36.573,36.573,36.573,Pushup
36.583,36.583,36.583,36.583,36.583,Pushup
36.651,36.651,36.651,36.651,36.651,Pushup
36.653,36.653,36.653,36.653,36.653,Pushup
36.653,36.653,36.653,36.653,36.653,Pushup
36.654,36.654,36.654,36.654,36.654,Pushup
36.655,36.655,36.655,36.655,36.655,Pushup
36.656,36.656,36.656,36.656,36.656,Pushup
36.656,36.656,36.656,36.656,36.656,Pushup
36.666,36.666,36.666,36.666,36.666,Pushup
36.672,36.672,36.672,36.672,36.672,Pushup
36.733,36.733,36.733,36.733,36.733,Pushup
36.734,36.734,36.734,36.734,36.734,Pushup
36.735,36.735,36.735,36.735,36.735,Pushup
36.735,36.735,36.735,36.735,36.735,Pushup
36.736,36.736,36.736,36.736,36.736,Pushup
36.737,36.737,36.737,36.737,36.737,Pushup
36.743,36.743,36.743,36.743,36.743,Pushup
36.753,36.753,36.753,36.753,36.753,Pushup
36.766,36.766,36.766,36.766,36.766,Pushup
36.772,36.772,36.772,36.772,36.772,Pushup
36.834,36.834,36.834,36.834,36.834,Pushup
36.835,36.835,36.835,36.835,36.835,Pushup
36.836,36.836,36.836,36.836,36.836,Pushup
36.837,36.837,36.837,36.837,36.837,Pushup
36.838,36.838,36.838,36.838,36.838,Pushup
36.839,36.839,36.839,36.839,36.839,Pushup
36.844,36.844,36.844,36.844,36.844,Pushup
36.853,36.853,36.853,36.853,36.853,Pushup
36.866,36.866,36.866,36.866,36.866,Pushup
36.873,36.873,36.873,36.873,36.873,Pushup
36.932,36.932,36.932,36.932,36.932,Pushup
36.933,36.933,36.933,36.933,36.933,Pushup
36.934,36.934,36.934,36.934,36.934,Pushup
36.935,36.935,36.935,36.935,36.935,Pushup
36.935,36.935,36.935,36.935,36.935,Pushup
36.936,36.936,36.936,36.936,36.936,Pushup
36.943,36.943,36.943,36.943,36.943,Pushup
36.953,36.953,36.953,36.953,36.953,Pushup
36.965,36.965,36.965,36.965,36.965,Pushup
36.972,36.972,36.972,36.972,36.972,Pushup
37.033,37.033,37.033,37.033,37.033,Pushup
37.034,37.034,37.034,37.034,37.034,Pushup
37.034,37.034,37.034,37.034,37.034,Pushup
37.035,37.035,37.035,37.035,37.035,Pushup
37.035,37.035,37.035,37.035,37.035,Pushup
37.036,37.036,37.036,37.036,37.036,Pushup
37.042,37.042,37.042,37.042,37.042,Pushup
37.052,37.052,37.052,37.052,37.052,Pushup
37.066,37.066,37.066,37.066,37.066,Pushup
37.072,37.072,37.072,37.072,37.072,Pushup
37.134,37.134,37.134,37.134,37.134,Pushup
37.136,37.136,37.136,37.136,37.136,Pushup
37.137,37.137,37.137,37.137,37.137,Pushup
37.137,37.137,37.137,37.137,37.137,Pushup
37.138,37.138,37.138,37.138,37.138,Pushup
37.138,37.138,37.138,37.138,37.138,Pushup
37.142,37.142,37.142,37.142,37.142,Pushup
37.152,37.152,37.152,37.152,37.152,Pushup
37.166,37.166,37.166,37.166,37.166,Pushup
37.172,37.172,37.172,37.172,37.172,Pushup
37.235,37.235,37.235,37.235,37.235,Pushup
37.237,37.237,37.237,37.237,37.237,Pushup
37.237,37.237,37.237,37.237,37.237,Pushup
37.239,37.239,37.239,37.239,37.239,Pushup
37.24,37.24,37.24,37.24,37.24,Pushup
37.241,37.241,37.241,37.241,37.241,Pushup
37.243,37.243,37.243,37.243,37.243,Pushup
37.252,37.252,37.252,37.252,37.252,Pushup
37.268,37.268,37.268,37.268,37.268,Pushup
37.274,37.274,37.274,37.274,37.274,Pushup
37.346,37.346,37.346,37.346,37.346,Pushup
37.348,37.348,37.348,37.348,37.348,Pushup
37.35,37.35,37.35,37.35,37.35,Pushup
37.35,37.35,37.35,37.35,37.35,Pushup
37.351,37.351,37.351,37.351,37.351,Pushup
37.352,37.352,37.352,37.352,37.352,Pushup
37.352,37.352,37.352,37.352,37.352,Pushup
37.354,37.354,37.354,37.354,37.354,Pushup
37.363,37.363,37.363,37.363,37.363,Pushup
37.373,37.373,37.373,37.373,37.373,Pushup
37.382,37.382,37.382,37.382,37.382,Pushup
37.393,37.393,37.393,37.393,37.393,Pushup
37.408,37.408,37.408,37.408,37.408,Pushup
37.503,37.503,37.503,37.503,37.503,Pushup
37.504,37.504,37.504,37.504,37.504,Pushup
37.505,37.505,37.505,37.505,37.505,Pushup
37.506,37.506,37.506,37.506,37.506,Pushup
37.506,37.506,37.506,37.506,37.506,Pushup
37.507,37.507,37.507,37.507,37.507,Pushup
37.507,37.507,37.507,37.507,37.507,Pushup
37.508,37.508,37.508,37.508,37.508,Pushup
37.508,37.508,37.508,37.508,37.508,Pushup
37.509,37.509,37.509,37.509,37.509,Pushup
37.514,37.514,37.514,37.514,37.514,Pushup
37.523,37.523,37.523,37.523,37.523,Pushup
37.536,37.536,37.536,37.536,37.536,Pushup
37.542,37.542,37.542,37.542,37.542,Pushup
37.623,37.623,37.623,37.623,37.623,Pushup
37.624,37.624,37.624,37.624,37.624,Pushup
37.625,37.625,37.625,37.625,37.625,Pushup
37.626,37.626,37.626,37.626,37.626,Pushup
37.627,37.627,37.627,37.627,37.627,Pushup
37.627,37.627,37.627,37.627,37.627,Pushup
37.628,37.628,37.628,37.628,37.628,Pushup
37.629,37.629,37.629,37.629,37.629,Pushup
37.634,37.634,37.634,37.634,37.634,Pushup
37.643,37.643,37.643,37.643,37.643,Pushup
37.654,37.654,37.654,37.654,37.654,Pushup
37.741,37.741,37.741,37.741,37.741,Pushup
37.743,37.743,37.743,37.743,37.743,Pushup
37.743,37.743,37.743,37.743,37.743,Pushup
37.744,37.744,37.744,37.744,37.744,Pushup
37.745,37.745,37.745,37.745,37.745,Pushup
37.745,37.745,37.745,37.745,37.745,Pushup
37.747,37.747,37.747,37.747,37.747,Pushup
37.748,37.748,37.748,37.748,37.748,Pushup
37.75,37.75,37.75,37.75,37.75,Pushup
37.752,37.752,37.752,37.752,37.752,Pushup
37.763,37.763,37.763,37.763,37.763,Pushup
37.772,37.772,37.772,37.772,37.772,Pushup
37.789,37.789,37.789,37.789,37.789,Pushup
37.795,37.795,37.795,37.795,37.795,Pushup
37.861,37.861,37.861,37.861,37.861,Pushup
37.862,37.862,37.862,37.862,37.862,Pushup
37.863,37.863,37.863,37.863,37.863,Pushup
37.864,37.864,37.864,37.864,37.864,Pushup
37.865,37.865,37.865,37.865,37.865,Pushup
37.865,37.865,37.865,37.865,37.865,Pushup
37.866,37.866,37.866,37.866,37.866,Pushup
